row_id,series_id,year_month,step,p10,p25,p50,p75,p90,target
0_2025-10,0,2025-10,6,6027744.0,6175065.0,6306002.5,6412838.5,6491909.5,6665093.5
0_2025-06,0,2025-06,1,5854918.0,6042266.5,6233489.0,6394733.0,6500210.0,6238341.0
0_2025-07,0,2025-07,2,5892593.5,6084783.0,6272736.0,6422439.0,6514210.5,6719252.5
0_2025-08,0,2025-08,3,5865061.5,6050128.0,6236054.0,6394078.0,6499206.5,6162875.5
0_2025-09,0,2025-09,4,5846030.5,6027047.5,6217494.5,6380599.5,6493429.5,6469950.5
0_2025-10,0,2025-10,5,5903558.0,6096942.5,6281877.5,6429902.0,6521653.0,6665093.5
0_2025-11,0,2025-11,6,5872167.0,6058984.5,6247111.0,6403210.5,6502699.5,6121853.0
0_2025-07,0,2025-07,1,6029112.5,6174473.0,6309754.5,6424692.0,6509096.0,6719252.5
0_2025-08,0,2025-08,2,5956241.0,6115442.5,6266860.5,6398120.5,6497824.5,6162875.5
0_2025-09,0,2025-09,3,5927977.5,6090384.0,6243918.0,6375280.5,6482196.0,6469950.5
0_2025-10,0,2025-10,4,5986900.5,6147736.5,6296423.5,6419686.5,6513333.5,6665093.5
0_2025-11,0,2025-11,5,5922866.5,6081141.0,6232481.5,6366009.5,6471972.0,6121853.0
0_2025-12,0,2025-12,6,5968887.5,6122084.0,6261726.5,6380254.0,6478645.0,6810397.0
0_2025-08,0,2025-08,1,6027765.5,6187571.5,6353939.5,6512230.5,6658691.0,6162875.5
0_2025-09,0,2025-09,2,6008120.5,6176025.0,6347748.5,6518669.0,6682202.0,6469950.5
0_2025-10,0,2025-10,3,6054555.0,6224987.5,6403596.5,6576157.0,6738283.0,6665093.5
0_2025-11,0,2025-11,4,5998483.0,6166020.5,6336033.0,6500675.0,6658411.5,6121853.0
0_2025-12,0,2025-12,5,5851820.5,6010760.0,6175031.0,6348650.5,6524448.5,6810397.0
0_2026-01,0,2026-01,6,6039949.0,6203926.5,6372600.0,6553608.0,6712632.5,6540338.0
0_2025-09,0,2025-09,1,5953873.0,6101331.5,6272663.0,6454728.0,6602267.0,6469950.5
0_2025-10,0,2025-10,2,5820370.5,6012118.0,6202741.0,6382190.5,6553549.5,6665093.5
0_2025-11,0,2025-11,3,5866522.0,6052631.0,6230219.0,6422821.5,6606530.5,6121853.0
0_2025-12,0,2025-12,4,5932643.5,6102931.5,6258495.5,6414186.0,6578426.0,6810397.0
0_2026-01,0,2026-01,5,5932158.5,6091921.0,6269459.0,6452562.5,6600002.5,6540338.0
0_2026-02,0,2026-02,6,5860683.5,6048591.0,6221174.5,6389901.5,6550740.0,6033125.0
0_2025-10,0,2025-10,1,5999431.0,6171173.5,6345875.5,6506611.0,6662454.5,6665093.5
0_2025-11,0,2025-11,2,5934388.0,6109995.5,6277267.0,6437783.5,6575360.0,6121853.0
0_2025-12,0,2025-12,3,5945434.5,6117762.0,6284430.5,6442472.5,6580052.0,6810397.0
0_2026-01,0,2026-01,4,6001948.5,6182414.0,6365624.0,6533426.5,6696319.0,6540338.0
0_2026-02,0,2026-02,5,5856123.5,6045886.0,6227793.0,6398519.5,6536937.0,6033125.0
0_2026-03,0,2026-03,6,5907241.5,6091021.5,6261432.0,6421166.0,6554230.0,6625352.0
1_2024-11,1,2024-11,1,5637602.0,5740975.0,5882109.5,6018247.0,6137346.5,5927124.0
1_2024-12,1,2024-12,2,5609443.0,5701048.5,5827378.5,5969692.5,6115930.0,6130003.0
1_2025-01,1,2025-01,3,5696510.5,5829202.0,5970448.0,6131785.0,6230469.5,6228253.0
1_2025-02,1,2025-02,4,5603164.0,5699021.0,5839881.0,5992873.5,6129606.0,5610243.5
1_2025-03,1,2025-03,5,5583972.0,5657869.5,5769015.0,5912699.0,6054976.5,5971834.0
1_2025-04,1,2025-04,6,5704498.5,5840187.5,5984728.5,6140406.5,6228247.5,6066461.0
1_2024-12,1,2024-12,1,5593762.0,5672534.5,5788349.5,5916826.0,6045806.0,6130003.0
1_2025-01,1,2025-01,2,5706558.0,5840629.5,5967577.5,6107745.5,6201230.0,6228253.0
1_2025-02,1,2025-02,3,5622490.0,5735291.5,5880553.5,6010160.5,6131241.0,5610243.5
1_2025-03,1,2025-03,4,5578040.0,5655461.0,5767165.5,5902522.5,6038469.5,5971834.0
1_2025-04,1,2025-04,5,5683826.5,5816195.5,5944579.0,6081211.5,6189135.0,6066461.0
1_2025-05,1,2025-05,6,5649004.0,5774274.0,5913369.0,6034873.0,6151679.0,6226234.0
1_2025-01,1,2025-01,1,5730896.0,5891279.0,6053594.0,6175369.5,6260948.5,6228253.0
1_2025-02,1,2025-02,2,5630217.0,5764052.5,5920091.0,6062208.0,6170231.0,5610243.5
1_2025-03,1,2025-03,3,5640275.5,5778607.0,5933582.5,6075200.0,6179626.0,5971834.0
1_2025-04,1,2025-04,4,5704213.0,5869999.0,6037363.5,6171583.0,6268312.5,6066461.0
1_2025-05,1,2025-05,5,5666344.5,5818042.5,5977862.5,6120527.0,6213334.0,6226234.0
1_2025-06,1,2025-06,6,5650245.5,5793628.0,5954849.0,6101291.0,6198905.5,6054341.0
1_2025-02,1,2025-02,1,5658685.5,5791408.5,5932885.5,6051930.0,6157343.5,5610243.5
1_2025-03,1,2025-03,2,5956109.0,6107433.0,6203323.0,6272617.5,6349906.0,5971834.0
1_2025-04,1,2025-04,3,6004042.0,6139928.0,6224703.5,6296852.5,6389517.0,6066461.0
1_2025-05,1,2025-05,4,5646685.0,5794402.0,5954536.0,6095763.5,6217590.5,6226234.0
1_2025-06,1,2025-06,5,5682675.5,5837703.5,5993478.0,6131990.5,6234867.0,6054341.0
1_2025-07,1,2025-07,6,5984666.5,6121016.5,6210651.5,6280104.5,6368158.0,6450008.0
1_2025-03,1,2025-03,1,5698841.0,5843355.5,5990174.0,6116319.0,6202546.5,5971834.0
1_2025-04,1,2025-04,2,5726932.0,5877611.5,6024424.0,6152184.0,6230402.0,6066461.0
1_2025-05,1,2025-05,3,5684621.5,5835199.0,5982085.5,6110053.5,6202663.5,6226234.0
1_2025-06,1,2025-06,4,5687270.0,5843218.0,5996346.5,6125364.5,6212337.5,6054341.0
1_2025-07,1,2025-07,5,5824550.0,5969122.5,6108631.0,6210181.0,6276487.0,6450008.0
1_2025-08,1,2025-08,6,5576489.0,5661106.5,5802592.0,5951898.5,6084446.5,5945121.0
1_2025-04,1,2025-04,1,5781913.0,5902724.5,5993470.0,6112239.0,6201746.0,6066461.0
1_2025-05,1,2025-05,2,5691183.5,5840020.0,5965847.5,6065439.5,6156725.5,6226234.0
1_2025-06,1,2025-06,3,5546882.5,5644708.0,5787121.5,5964208.5,6102772.0,6054341.0
1_2025-07,1,2025-07,4,5772984.5,5946060.5,6103071.0,6206990.0,6271995.0,6450008.0
1_2025-08,1,2025-08,5,5713443.5,5867693.0,5991347.5,6101382.5,6182798.0,5945121.0
1_2025-09,1,2025-09,6,5686103.0,5825793.5,5949807.5,6068187.5,6165277.5,6264615.0
1_2025-05,1,2025-05,1,5566897.0,5698074.0,5874612.5,6020009.5,6127604.0,6226234.0
1_2025-06,1,2025-06,2,5721519.0,5896843.0,6040999.5,6155573.0,6236280.5,6054341.0
1_2025-07,1,2025-07,3,5825604.5,5982282.0,6113609.5,6203297.0,6265592.5,6450008.0
1_2025-08,1,2025-08,4,5578680.0,5710322.0,5882143.5,6023257.0,6129817.0,5945121.0
1_2025-09,1,2025-09,5,5650113.5,5799712.0,5951037.0,6073256.5,6163923.0,6264615.0
1_2025-10,1,2025-10,6,5839904.0,5977458.0,6095259.0,6185675.0,6245610.5,6447222.5
1_2025-06,1,2025-06,1,5651463.5,5832237.5,6019191.5,6165208.5,6231496.0,6054341.0
1_2025-07,1,2025-07,2,5679862.0,5873000.0,6055782.5,6184312.5,6237888.0,6450008.0
1_2025-08,1,2025-08,3,5657249.0,5838324.0,6018346.5,6162990.5,6230800.0,5945121.0
1_2025-09,1,2025-09,4,5647598.0,5821595.0,6003827.0,6154569.0,6229098.5,6264615.0
1_2025-10,1,2025-10,5,5689569.0,5883425.0,6061346.0,6187354.5,6242370.0,6447222.5
1_2025-11,1,2025-11,6,5663214.5,5847014.0,6030604.0,6170237.5,6232098.5,5923897.5
1_2025-07,1,2025-07,1,5853615.0,5986747.5,6103385.0,6192632.5,6249818.5,6450008.0
1_2025-08,1,2025-08,2,5774675.5,5925328.5,6061876.0,6169557.5,6239010.5,5945121.0
1_2025-09,1,2025-09,3,5747382.0,5904137.0,6043537.5,6152915.5,6229576.5,6264615.0
1_2025-10,1,2025-10,4,5810603.5,5960635.5,6091147.0,6188930.0,6253098.0,6447222.5
1_2025-11,1,2025-11,5,5734474.5,5889250.5,6026863.5,6140994.0,6218867.5,5923897.5
1_2025-12,1,2025-12,6,5795698.0,5937997.0,6061410.0,6158363.0,6228764.5,6569356.0
1_2025-08,1,2025-08,1,5856385.5,5996421.5,6137111.5,6256005.0,6386811.5,5945121.0
1_2025-09,1,2025-09,2,5846404.5,5993537.0,6143403.5,6276466.0,6419494.5,6264615.0
1_2025-10,1,2025-10,3,5882260.5,6034293.5,6186268.5,6322610.5,6463674.0,6447222.5
1_2025-11,1,2025-11,4,5835539.0,5980923.0,6126697.5,6251256.5,6389762.5,5923897.5
1_2025-12,1,2025-12,5,5673429.5,5823353.5,5963910.5,6111317.5,6261549.0,6569356.0
1_2026-01,1,2026-01,6,5875548.5,6021368.0,6164559.5,6315674.0,6454240.0,6301964.0
1_2025-09,1,2025-09,1,5768797.0,5910770.0,6058758.0,6207446.5,6337504.5,6264615.0
1_2025-10,1,2025-10,2,5657589.5,5842113.0,6008693.5,6169618.0,6307151.5,6447222.5
1_2025-11,1,2025-11,3,5688789.0,5867828.0,6025857.5,6188487.0,6336623.5,5923897.5
1_2025-12,1,2025-12,4,5762507.5,5914363.0,6058526.5,6191618.0,6322107.5,6569356.0
1_2026-01,1,2026-01,5,5751568.5,5907385.5,6059749.0,6208420.5,6334959.5,6301964.0
1_2026-02,1,2026-02,6,5675410.5,5853753.5,6011393.5,6165327.0,6295469.0,5812101.0
1_2025-10,1,2025-10,1,5824681.0,5979618.5,6135316.0,6274855.5,6408953.0,6447222.5
1_2025-11,1,2025-11,2,5758341.0,5923932.0,6074580.5,6213549.0,6331596.5,5923897.5
1_2025-12,1,2025-12,3,5775309.5,5935572.0,6083181.0,6220015.5,6337515.5,6569356.0
1_2026-01,1,2026-01,4,5821006.0,5983020.0,6144665.5,6288168.0,6427686.5,6301964.0
1_2026-02,1,2026-02,5,5675334.0,5858433.0,6025280.0,6174931.5,6294758.5,5812101.0
1_2026-03,1,2026-03,6,5727248.0,5905134.5,6060086.5,6199372.0,6313574.0,6429839.5
2_2024-11,2,2024-11,1,4077782.0,4156051.0,4251642.0,4357663.5,4450118.5,4239986.0
2_2024-12,2,2024-12,2,4056975.5,4127024.25,4213494.0,4320980.5,4430808.0,4444213.5
2_2025-01,2,2025-01,3,4100337.75,4188164.0,4288337.0,4406423.0,4496697.5,4457176.0
2_2025-02,2,2025-02,4,4048477.25,4121859.5,4220894.0,4334398.0,4439578.5,4026987.75
2_2025-03,2,2025-03,5,4037139.25,4098113.75,4181937.25,4285727.0,4398362.5,4288088.5
2_2025-04,2,2025-04,6,4105041.0,4194049.0,4299849.5,4418401.0,4501983.5,4357140.5
2_2024-12,2,2024-12,1,4049390.25,4117878.5,4201286.5,4298013.0,4402519.5,4444213.5
2_2025-01,2,2025-01,2,4096227.75,4185466.5,4282853.5,4391412.0,4479378.0,4457176.0
2_2025-02,2,2025-02,3,4057300.75,4140327.5,4242688.5,4348831.5,4448021.0,4026987.75
2_2025-03,2,2025-03,4,4035304.5,4102280.75,4192465.0,4296846.5,4404770.0,4288088.5
2_2025-04,2,2025-04,5,4089431.25,4176469.0,4267842.0,4367813.0,4459239.5,4357140.5
2_2025-05,2,2025-05,6,4072706.75,4157217.25,4251994.0,4350387.5,4444129.0,4483078.0
2_2025-01,2,2025-01,1,4119791.75,4234525.5,4367927.0,4465870.5,4533412.5,4457176.0
2_2025-02,2,2025-02,2,4061750.5,4151035.25,4267963.0,4386035.0,4468527.0,4026987.75
2_2025-03,2,2025-03,3,4069013.75,4162753.5,4280552.0,4397895.5,4477703.0,4288088.5
2_2025-04,2,2025-04,4,4108191.5,4223163.5,4361393.5,4465855.0,4544527.0,4357140.5
2_2025-05,2,2025-05,5,4086914.0,4190397.5,4318032.5,4432491.0,4503554.5,4483078.0
2_2025-06,2,2025-06,6,4078368.75,4174945.75,4299034.0,4416973.0,4489693.5,4310639.5
2_2025-02,2,2025-02,1,4053946.75,4117339.5,4223172.5,4337901.0,4427581.5,4026987.75
2_2025-03,2,2025-03,2,4212183.5,4350882.5,4442544.0,4487765.5,4526453.0,4288088.5
2_2025-04,2,2025-04,3,4235121.0,4367663.0,4449265.5,4493456.0,4538682.0,4357140.5
2_2025-05,2,2025-05,4,4051531.75,4121715.25,4239716.0,4365756.5,4455106.0,4483078.0
2_2025-06,2,2025-06,5,4070548.25,4153723.75,4279802.5,4399882.0,4470508.0,4310639.5
2_2025-07,2,2025-07,6,4230396.5,4354476.0,4441765.5,4488004.0,4527940.0,4633227.0
2_2025-03,2,2025-03,1,4133289.5,4236319.0,4340630.5,4423687.5,4469907.5,4288088.5
2_2025-04,2,2025-04,2,4127427.25,4232728.5,4337831.5,4423803.5,4473152.5,4357140.5
2_2025-05,2,2025-05,3,4118545.5,4225974.5,4330434.0,4416440.5,4467507.0,4483078.0
2_2025-06,2,2025-06,4,4127891.25,4238188.5,4346605.0,4429551.0,4475569.0,4310639.5
2_2025-07,2,2025-07,5,4209828.0,4309047.5,4407574.0,4469653.0,4508497.0,4633227.0
2_2025-08,2,2025-08,6,4010846.5,4067555.25,4154989.25,4257084.5,4359348.0,4259614.5
2_2025-04,2,2025-04,1,4092509.5,4205520.5,4314129.5,4416126.5,4476733.5,4357140.5
2_2025-05,2,2025-05,2,4049744.75,4164999.75,4286700.0,4395414.5,4462002.0,4483078.0
2_2025-06,2,2025-06,3,4020904.0,4114756.25,4248507.5,4372828.0,4450873.5,4310639.5
2_2025-07,2,2025-07,4,4083539.25,4205272.5,4329323.5,4432556.0,4490254.0,4633227.0
2_2025-08,2,2025-08,5,4075248.25,4188829.25,4308042.5,4411706.5,4472513.5,4259614.5
2_2025-09,2,2025-09,6,4071008.75,4179448.0,4295525.5,4407055.0,4473001.0,4481471.0
2_2025-05,2,2025-05,1,4007418.25,4096449.5,4232277.5,4357748.5,4435302.5,4483078.0
2_2025-06,2,2025-06,2,4101649.0,4231392.5,4355531.5,4444307.0,4493054.5,4310639.5
2_2025-07,2,2025-07,3,4134452.25,4267303.0,4384584.5,4460587.5,4502291.5,4633227.0
2_2025-08,2,2025-08,4,4012245.75,4100776.0,4233382.0,4357473.0,4434989.0,4259614.5
2_2025-09,2,2025-09,5,4061959.5,4166853.0,4291742.5,4396055.0,4456662.5,4481471.0
2_2025-10,2,2025-10,6,4156258.75,4271749.0,4376123.0,4451395.5,4492760.5,4592184.5
2_2025-06,2,2025-06,1,4069424.0,4191162.75,4334373.5,4442570.0,4488846.0,4310639.5
2_2025-07,2,2025-07,2,4085861.0,4211992.5,4353625.0,4452591.0,4493254.0,4633227.0
2_2025-08,2,2025-08,3,4072916.5,4192350.0,4331722.0,4440847.5,4488957.5,4259614.5
2_2025-09,2,2025-09,4,4067833.0,4186057.25,4326916.0,4438289.5,4488784.5,4481471.0
2_2025-10,2,2025-10,5,4096170.0,4228079.5,4364235.0,4458223.0,4498981.0,4592184.5
2_2025-11,2,2025-11,6,4075273.25,4195244.5,4338867.0,4446083.5,4489782.0,4211631.0
2_2025-07,2,2025-07,1,4184963.75,4287250.0,4380288.5,4454934.5,4498587.0,4633227.0
2_2025-08,2,2025-08,2,4137584.25,4247563.0,4354270.5,4443535.5,4492253.0,4259614.5
2_2025-09,2,2025-09,3,4125267.25,4236281.5,4342726.0,4434406.5,4487289.5,4481471.0
2_2025-10,2,2025-10,4,4165671.0,4276936.0,4379527.0,4457563.0,4502385.0,4592184.5
2_2025-11,2,2025-11,5,4111293.75,4222703.0,4328942.0,4424202.0,4480035.5,4211631.0
2_2025-12,2,2025-12,6,4144241.5,4250022.0,4350389.5,4436866.0,4486952.5,4733151.0
2_2025-08,2,2025-08,1,4176662.25,4288128.0,4403557.0,4502143.5,4595663.5,4259614.5
2_2025-09,2,2025-09,2,4165299.25,4279267.5,4395685.5,4503365.0,4607687.5,4481471.0
2_2025-10,2,2025-10,3,4195419.5,4310861.5,4431132.5,4538103.0,4639729.5,4592184.5
2_2025-11,2,2025-11,4,4161862.0,4275906.5,4395132.5,4496537.5,4594574.0,4211631.0
2_2025-12,2,2025-12,5,4080605.25,4191592.75,4304217.5,4420316.0,4526764.0,4733151.0
2_2026-01,2,2026-01,6,4177690.25,4291443.5,4405857.0,4516471.0,4616749.0,4464697.5
2_2025-09,2,2025-09,1,4125160.5,4232376.5,4343047.0,4460422.0,4559506.5,4481471.0
2_2025-10,2,2025-10,2,4084663.75,4209160.5,4333397.5,4458643.0,4563563.5,4592184.5
2_2025-11,2,2025-11,3,4077758.75,4197919.0,4315668.0,4439904.5,4541276.0,4211631.0
2_2025-12,2,2025-12,4,4128580.5,4240013.5,4358587.5,4467529.5,4563790.5,4733151.0
2_2026-01,2,2026-01,5,4117966.75,4233919.0,4353351.0,4465063.5,4561633.5,4464697.5
2_2026-02,2,2026-02,6,4063419.25,4186388.5,4303925.5,4427736.5,4523175.0,4140846.75
2_2025-10,2,2025-10,1,4171735.75,4288771.0,4411566.0,4506770.5,4611348.5,4592184.5
2_2025-11,2,2025-11,2,4127597.5,4247676.5,4364739.5,4468868.0,4551690.0,4211631.0
2_2025-12,2,2025-12,3,4141180.0,4257133.0,4372730.0,4472731.0,4554792.5,4733151.0
2_2026-01,2,2026-01,4,4170128.75,4289167.0,4412962.0,4509126.5,4612391.0,4464697.5
2_2026-02,2,2026-02,5,4069040.5,4203300.5,4327865.0,4444975.0,4522535.5,4140846.75
2_2026-03,2,2026-03,6,4103054.5,4232426.0,4350684.0,4457672.5,4533359.5,4586766.0
3_2024-11,3,2024-11,1,3933364.25,4004060.5,4090103.75,4180254.0,4260051.5,4130446.25
3_2024-12,3,2024-12,2,3920672.0,3990273.25,4072879.0,4163085.5,4252396.0,4277656.5
3_2025-01,3,2025-01,3,3955555.0,4037131.5,4126196.75,4218952.5,4298194.5,4322878.5
3_2025-02,3,2025-02,4,3899607.5,3972735.0,4063366.5,4158700.5,4248439.0,3910031.25
3_2025-03,3,2025-03,5,3905256.5,3975022.5,4059059.75,4150022.25,4243741.5,4173399.5
3_2025-04,3,2025-04,6,3974148.25,4058398.75,4151632.0,4246614.5,4318720.5,4173944.75
3_2024-12,3,2024-12,1,3926368.5,3992852.75,4068631.75,4150147.0,4233620.0,4277656.5
3_2025-01,3,2025-01,2,3979996.75,4066245.75,4151527.0,4238143.5,4305278.0,4322878.5
3_2025-02,3,2025-02,3,3932142.0,4016874.0,4110345.5,4196632.0,4273455.5,3910031.25
3_2025-03,3,2025-03,4,3911402.75,3979354.75,4061063.5,4147977.0,4235507.5,4173399.5
3_2025-04,3,2025-04,5,3970704.25,4057868.0,4139661.75,4223920.0,4295224.0,4173944.75
3_2025-05,3,2025-05,6,3949403.5,4032887.75,4120570.0,4201425.0,4274951.0,4377248.5
3_2025-01,3,2025-01,1,3994730.25,4098513.0,4202805.5,4286572.0,4347374.5,4322878.5
3_2025-02,3,2025-02,2,3941925.5,4033071.5,4132937.25,4226267.5,4297056.5,3910031.25
3_2025-03,3,2025-03,3,3948841.75,4040088.25,4139271.75,4232665.0,4302734.5,4173399.5
3_2025-04,3,2025-04,4,3984163.0,4088505.0,4195574.5,4285383.0,4351324.5,4173944.75
3_2025-05,3,2025-05,5,3961157.75,4058829.75,4164005.0,4257914.0,4322717.0,4377248.5
3_2025-06,3,2025-06,6,3961101.75,4055430.25,4159943.75,4254901.0,4319715.5,4197604.5
3_2025-02,3,2025-02,1,3959592.25,4051499.75,4152208.25,4239146.0,4306572.0,3910031.25
3_2025-03,3,2025-03,2,4122297.5,4238251.0,4309662.0,4359217.0,4420940.5,4173399.5
3_2025-04,3,2025-04,3,4143453.5,4251786.0,4319122.5,4373574.5,4446877.5,4173944.75
3_2025-05,3,2025-05,4,3951811.5,4056728.0,4170649.75,4269381.0,4342493.0,4377248.5
3_2025-06,3,2025-06,5,3972991.25,4078840.75,4191336.0,4285168.5,4346380.0,4197604.5
3_2025-07,3,2025-07,6,4132757.5,4240047.5,4310081.5,4361863.5,4432362.0,4488096.0
3_2025-03,3,2025-03,1,3987345.5,4083043.5,4182619.25,4264524.5,4316760.0,4173399.5
3_2025-04,3,2025-04,2,3997981.75,4097551.5,4197910.0,4280929.0,4331606.5,4173944.75
3_2025-05,3,2025-05,3,3977257.75,4076739.0,4175140.25,4258631.0,4315968.0,4377248.5
3_2025-06,3,2025-06,4,3982299.5,4084354.25,4186684.0,4269927.5,4322893.0,4197604.5
3_2025-07,3,2025-07,5,4044839.75,4143700.5,4238574.0,4307025.5,4353807.0,4488096.0
3_2025-08,3,2025-08,6,3891582.75,3960446.0,4054334.75,4153771.0,4243135.5,4136063.25
3_2025-04,3,2025-04,1,3993177.25,4092467.0,4183450.0,4264116.0,4320313.5,4173944.75
3_2025-05,3,2025-05,2,3953021.0,4056191.75,4159396.75,4244929.5,4305485.0,4377248.5
3_2025-06,3,2025-06,3,3905464.25,4000787.5,4118990.5,4222034.0,4295428.5,4197604.5
3_2025-07,3,2025-07,4,3972531.0,4086411.5,4195037.5,4282625.5,4337766.5,4488096.0
3_2025-08,3,2025-08,5,3980446.25,4083905.5,4179046.5,4257582.5,4313017.5,4136063.25
3_2025-09,3,2025-09,6,3955279.25,4053038.0,4153110.75,4240382.5,4301309.5,4334077.5
3_2025-05,3,2025-05,1,3896183.0,3986345.5,4106030.5,4208156.0,4277454.5,4377248.5
3_2025-06,3,2025-06,2,3993156.25,4107753.0,4207457.5,4285301.0,4334269.0,4197604.5
3_2025-07,3,2025-07,3,4022776.0,4135836.75,4231457.5,4301615.5,4344985.5,4488096.0
3_2025-08,3,2025-08,4,3898974.5,3990115.0,4108535.0,4209708.0,4278471.5,4136063.25
3_2025-09,3,2025-09,5,3945924.75,4043647.0,4149290.75,4235137.5,4294687.0,4334077.5
3_2025-10,3,2025-10,6,4027392.75,4127735.5,4211226.5,4281243.5,4326426.0,4454426.5
3_2025-06,3,2025-06,1,3969782.0,4085052.5,4197020.5,4299989.0,4371333.0,4197604.5
3_2025-07,3,2025-07,2,3986298.75,4102256.0,4211463.5,4308357.5,4376826.0,4488096.0
3_2025-08,3,2025-08,3,3970267.75,4082419.75,4189890.0,4292865.5,4365531.0,4136063.25
3_2025-09,3,2025-09,4,3959818.25,4071404.25,4183048.25,4286713.5,4361985.0,4334077.5
3_2025-10,3,2025-10,5,3986212.75,4101968.5,4211161.0,4307326.5,4376665.5,4454426.5
3_2025-11,3,2025-11,6,3975504.75,4089583.25,4200240.0,4301316.0,4370755.0,4135341.5
3_2025-07,3,2025-07,1,3961316.0,4063457.25,4164892.75,4252136.5,4320033.5,4488096.0
3_2025-08,3,2025-08,2,4011099.75,4107008.25,4192243.75,4271257.0,4333264.5,4136063.25
3_2025-09,3,2025-09,3,4033084.75,4119795.5,4196257.5,4272751.0,4334717.5,4334077.5
3_2025-10,3,2025-10,4,4085132.5,4177742.5,4263430.0,4331177.5,4385943.5,4454426.5
